3.500000	3.717988
3.700000	3.597510
5.000000	3.517115
2.200000	2.047948
2.700000	2.855258
2.200000	3.033736
2.200000	3.599874
2.500000	2.608976
1.500000	3.063743
2.500000	2.824697
2.500000	3.620670
2.500000	3.419710
3.500000	3.739010
5.000000	3.442586
3.200000	3.150664
3.200000	1.805268
4.000000	3.607752
3.000000	2.876504
3.500000	3.307960
2.200000	3.176213
2.200000	3.334637
1.500000	2.940148
3.200000	3.211730
2.200000	3.625312
3.200000	3.168207
2.200000	3.332885
4.300000	3.347680
2.500000	3.481935
2.500000	3.196918
4.200000	3.923914
2.500000	3.600557
4.800000	3.638650
2.700000	3.253782
4.800000	3.704615
3.200000	3.784242
4.700000	3.607272
2.500000	3.509122
3.700000	3.364643
2.500000	3.239605
3.200000	3.527257
4.500000	3.775270
3.500000	3.538869
3.300000	3.226240
4.000000	3.782050
4.300000	3.318037
3.500000	3.592652
4.300000	3.871026
3.700000	3.206276
3.200000	2.582229
3.000000	3.705681
2.200000	2.954425
3.200000	3.221348
2.200000	3.351474
3.000000	2.139749
3.500000	3.561792
3.200000	3.405157
5.000000	3.544722
4.000000	3.585404
4.300000	3.189897
3.500000	3.714076
2.200000	3.537808
5.000000	4.048803
5.000000	4.014226
3.500000	3.613174
3.200000	3.668382
3.200000	3.620100
3.200000	3.121080
3.000000	2.504053
2.500000	3.302007
2.200000	3.466069
2.200000	3.734821
2.200000	3.418173
3.000000	3.413844
4.500000	3.467077
3.200000	3.546755
3.200000	3.647082
4.000000	3.412088
2.200000	2.600001
3.200000	3.390287
2.700000	3.631182
3.200000	3.226539
4.500000	3.939673
3.200000	3.787016
4.300000	3.225647
4.500000	3.903597
3.000000	3.139998
4.500000	3.736437
3.200000	3.047687
3.500000	3.164599
5.000000	4.132202
4.000000	3.972253
3.500000	3.045143
2.200000	3.172345
2.200000	2.772915
3.200000	2.755797
3.500000	3.420472
4.300000	3.753621
2.200000	3.448351
3.200000	3.277617
3.200000	3.720816
2.500000	3.624075
3.200000	3.841405
3.500000	3.657232
3.500000	3.950646
2.200000	3.010769
3.200000	2.722636
3.200000	3.509525
2.200000	2.392723
2.200000	3.412350
3.700000	3.776361
2.200000	2.685663
5.000000	3.948331
5.000000	4.186577
2.500000	3.678123
4.300000	3.587650
3.000000	3.429482
4.300000	3.952539
2.200000	3.406628
3.700000	2.894889
2.700000	2.723887
5.000000	3.544305
5.000000	3.484411
3.500000	3.574655
3.700000	3.833336
3.200000	3.397885
5.000000	3.760911
4.200000	3.644566
4.200000	3.729583
3.700000	3.213643
3.500000	3.572738
3.200000	3.525584
3.000000	3.424263
3.200000	3.419155
2.200000	3.175691
1.500000	2.873048
2.200000	2.591294
2.200000	3.112712
2.200000	3.677284
2.700000	3.402705
2.200000	3.169595
2.200000	3.175120
5.000000	3.422295
2.200000	3.179445
2.200000	2.720926
2.200000	2.803522
3.200000	4.205280
2.200000	3.358527
4.500000	3.740658
2.200000	3.014285
4.500000	3.980695
2.500000	3.602348
1.500000	3.531487
2.200000	2.839825
2.200000	3.309245
2.200000	2.734413
1.200000	2.985456
1.200000	2.666552
2.200000	3.391577
1.500000	3.224740
2.700000	3.355889
2.200000	3.144183
3.200000	3.348683
3.500000	3.503373
3.200000	4.115247
2.200000	3.136448
3.200000	3.601435
4.300000	3.833160
1.500000	2.961862
4.300000	3.232159
4.000000	3.079608
3.700000	3.949538
2.000000	2.817450
2.200000	3.083673
3.700000	3.802389
2.500000	3.331703
3.200000	3.576050
4.200000	3.013534
4.000000	3.578013
4.700000	3.678973
4.000000	3.688015
5.000000	3.660618
3.700000	3.688150
2.200000	2.472283
4.000000	3.693320
4.300000	2.904172
2.200000	2.820160
5.000000	3.866479
3.500000	3.106192
2.200000	3.203171
3.500000	3.517409
3.500000	3.810667
2.200000	3.138331
3.700000	3.353831
2.500000	3.152957
2.200000	3.397990
2.200000	2.830146
2.700000	2.707510
2.700000	3.748722
3.200000	3.340611
4.500000	3.750937
4.300000	3.405070
3.200000	3.679994
5.000000	3.531275
3.200000	3.171595
2.200000	3.068495
2.200000	3.008624
3.700000	3.624593
5.000000	3.556283
5.000000	3.589015
3.200000	3.925281
5.000000	3.993693
2.200000	3.345460
2.200000	3.586914
2.700000	3.222794
4.200000	4.432957
4.200000	3.824946
5.000000	3.548055
3.200000	3.890256
5.000000	3.654293
2.200000	3.417417
3.200000	3.501071
4.000000	3.358574
3.700000	3.669611
3.200000	3.547380
5.000000	3.904427
3.700000	3.803951
5.000000	3.385307
3.200000	3.773283
5.000000	4.071565
5.000000	3.740376
3.200000	3.503982
4.000000	3.253612
3.700000	3.565492
3.200000	3.489423
5.000000	3.918271
5.000000	4.123331
3.700000	3.784384
3.500000	3.470405
2.200000	3.540472
2.200000	3.196323
3.700000	3.371396
4.000000	3.202546
5.000000	3.335853
2.500000	3.182393
3.200000	3.463681
2.200000	3.536451
2.200000	3.284709
2.200000	3.781064
2.200000	3.485712
3.700000	3.702893
3.500000	4.308691
2.700000	3.310564
2.700000	3.552283
2.700000	3.155436
5.000000	3.412543
5.000000	3.434927
4.500000	3.322527
3.500000	3.775068
4.500000	3.320134
3.200000	2.448619
3.200000	3.525495
5.000000	3.352623
5.000000	3.381776
3.200000	3.695043
4.500000	3.158254
2.200000	3.223772
3.000000	3.735367
2.200000	3.648009
5.000000	3.432432
3.200000	3.377332
2.200000	3.628572
2.200000	3.547466
3.000000	3.020239
5.000000	3.330893
2.200000	3.143185
2.200000	2.502387
1.500000	2.974107
1.200000	1.910944
5.000000	3.871219
5.000000	3.982319
1.200000	3.079923
1.500000	2.978664
2.200000	3.210980
4.800000	3.667819
2.000000	2.166880
2.200000	3.693818
1.200000	2.676789
2.500000	3.096379
2.200000	3.042307
3.000000	3.622887
3.000000	3.395127
2.700000	3.737107
2.200000	3.484346
4.000000	2.799656
3.700000	4.194173
3.200000	3.595381
3.200000	3.305152
2.200000	3.354333
3.500000	3.625403
4.200000	3.515666
1.500000	2.549061
2.000000	3.249814
2.200000	2.725501
2.700000	3.259190
3.200000	3.282655
2.200000	2.757672
2.200000	3.229330
4.300000	3.559446
2.200000	3.141990
4.500000	3.614917
